119885,19790101,   95,    0
119885,19790102,    1,    0
119885,19790103,    9,    0
119885,19790104,   26,    0
119885,19790105,   58,    0
119885,19790106,   58,    0
119885,19790107,   50,    0
119885,19790108,   53,    0
119885,19790109,   74,    0
119885,19790110,   39,    0
119885,19790111,   31,    0
119885,19790112,   48,    0
119885,19790113,   35,    0
119885,19790114,   19,    0
119885,19790115,   42,    0
119885,19790116,   29,    0
119885,19790117,   21,    0
119885,19790118,   42,    0
119885,19790119,   58,    0
119885,19790120,   92,    0
119885,19790121,   58,    0
119885,19790122,   68,    0
119885,19790123,   92,    0
119885,19790124,   70,    0
119885,19790125,   49,    0
119885,19790126,   65,    0
119885,19790127,   89,    0
119885,19790128,   99,    0
119885,19790129,   20,    0
119885,19790130,   28,    0
119885,19790131,   28,    0
119885,19790201,   43,    0
119885,19790202,   66,    0
119885,19790203,   80,    0
119885,19790204,   85,    0
119885,19790205,  100,    0
119885,19790206,  107,    0
119885,19790207,  110,    0
119885,19790208,  128,    0
119885,19790209,  102,    0
119885,19790210,  112,    0
119885,19790211,  100,    0
119885,19790212,   67,    0
119885,19790213,   66,    0
119885,19790214,   48,    0
119885,19790215,   42,    0
119885,19790216,   -4,    0
119885,19790217,   -3,    0
119885,19790218,    8,    0
119885,19790219,   28,    0
119885,19790220,   48,    0
119885,19790221,   30,    0
119885,19790222,   51,    0
119885,19790223,   55,    0
119885,19790224,   23,    0
119885,19790225,   12,    0
119885,19790226,   28,    0
119885,19790227,   34,    0
119885,19790228,   30,    0
119885,19790301,   40,    0
119885,19790302,   50,    0
119885,19790303,   60,    0
119885,19790304,   72,    0
119885,19790305,   75,    0
119885,19790306,   84,    0
119885,19790307,   82,    0
119885,19790308,   71,    0
119885,19790309,   66,    0
119885,19790310,   78,    0
119885,19790311,   92,    0
119885,19790312,   72,    0
119885,19790313,   92,    0
119885,19790314,   79,    0
119885,19790315,   50,    0
119885,19790316,   12,    0
119885,19790317,   12,    0
119885,19790318,   61,    0
119885,19790319,   74,    0
119885,19790320,   50,    0
119885,19790321,   52,    0
119885,19790322,   54,    0
119885,19790323,   58,    0
119885,19790324,   89,    0
119885,19790325,  102,    0
119885,19790326,  106,    0
119885,19790327,   82,    0
119885,19790328,   82,    0
119885,19790329,   28,    0
119885,19790330,   10,    0
119885,19790331,   44,    0
119885,19790401,   48,    0
119885,19790402,   48,    0
119885,19790403,   60,    0
119885,19790404,   58,    0
119885,19790405,   48,    0
119885,19790406,   28,    0
119885,19790407,   48,    0
119885,19790408,   67,    0
119885,19790409,   78,    0
119885,19790410,   74,    0
119885,19790411,   74,    0
119885,19790412,   70,    0
119885,19790413,   89,    0
119885,19790414,   99,    0
119885,19790415,   87,    0
119885,19790416,  110,    0
119885,19790417,  100,    0
119885,19790418,   60,    0
119885,19790419,   51,    0
119885,19790420,   58,    0
119885,19790421,   76,    0
119885,19790422,   83,    0
119885,19790423,   98,    0
119885,19790424,  103,    0
119885,19790425,   48,    0
119885,19790426,   62,    0
119885,19790427,   60,    0
119885,19790428,   50,    0
119885,19790429,   72,    0
119885,19790430,   68,    0
119885,19790501,   81,    0
119885,19790502,   90,    0
119885,19790503,   85,    0
119885,19790504,   70,    0
119885,19790505,   78,    0
119885,19790506,   72,    0
119885,19790507,   88,    0
119885,19790508,   92,    0
119885,19790509,  112,    0
119885,19790510,   92,    0
119885,19790511,  110,    0
119885,19790512,  126,    0
119885,19790513,  153,    0
119885,19790514,  148,    0
119885,19790515,  152,    0
119885,19790516,  141,    0
119885,19790517,  128,    0
119885,19790518,  118,    0
119885,19790519,  121,    0
119885,19790520,   81,    0
119885,19790521,   80,    0
119885,19790522,  119,    0
119885,19790523,  116,    0
119885,19790524,  168,    0
119885,19790525,  112,    0
119885,19790526,  128,    0
119885,19790527,  138,    0
119885,19790528,  156,    0
119885,19790529,  155,    0
119885,19790530,  142,    0
119885,19790531,  138,    0
119885,19790601,  117,    0
119885,19790602,  150,    0
119885,19790603,  172,    0
119885,19790604,  176,    0
119885,19790605,  170,    0
119885,19790606,  152,    0
119885,19790607,  132,    0
119885,19790608,  140,    0
119885,19790609,  156,    0
119885,19790610,  163,    0
119885,19790611,  184,    0
119885,19790612,  163,    0
119885,19790613,  171,    0
119885,19790614,  149,    0
119885,19790615,  136,    0
119885,19790616,  120,    0
119885,19790617,  119,    0
119885,19790618,  168,    0
119885,19790619,  169,    0
119885,19790620,  148,    0
119885,19790621,  166,    0
119885,19790622,  188,    0
119885,19790623,  167,    0
119885,19790624,  165,    0
119885,19790625,  182,    0
119885,19790626,  169,    0
119885,19790627,  168,    0
119885,19790628,  171,    0
119885,19790629,  212,    0
119885,19790630,  198,    0
119885,19790701,  172,    0
119885,19790702,  130,    0
119885,19790703,  148,    0
119885,19790704,  153,    0
119885,19790705,  168,    0
119885,19790706,  176,    0
119885,19790707,  198,    0
119885,19790708,  201,    0
119885,19790709,  211,    0
119885,19790710,  215,    0
119885,19790711,  225,    0
119885,19790712,  188,    0
119885,19790713,  167,    0
119885,19790714,  162,    0
119885,19790715,  181,    0
119885,19790716,  183,    0
119885,19790717,  189,    0
119885,19790718,  203,    0
119885,19790719,  193,    0
119885,19790720,  182,    0
119885,19790721,  190,    0
119885,19790722,  189,    0
119885,19790723,  180,    0
119885,19790724,  179,    0
119885,19790725,  189,    0
119885,19790726,  191,    0
119885,19790727,  208,    0
119885,19790728,  228,    0
119885,19790729,  220,    0
119885,19790730,  200,    0
119885,19790731,  193,    0
119885,19790801,  202,    0
119885,19790802,  199,    0
119885,19790803,  194,    0
119885,19790804,  198,    0
119885,19790805,  196,    0
119885,19790806,  188,    0
119885,19790807,  208,    0
119885,19790808,  204,    0
119885,19790809,  172,    0
119885,19790810,  178,    0
119885,19790811,  178,    0
119885,19790812,  192,    0
119885,19790813,  188,    0
119885,19790814,  206,    0
119885,19790815,  202,    0
119885,19790816,  129,    0
119885,19790817,  132,    0
119885,19790818,  152,    0
119885,19790819,  150,    0
119885,19790820,  158,    0
119885,19790821,  158,    0
119885,19790822,  160,    0
119885,19790823,  170,    0
119885,19790824,  130,    0
119885,19790825,  125,    0
119885,19790826,  171,    0
119885,19790827,  158,    0
119885,19790828,  152,    0
119885,19790829,  144,    0
119885,19790830,  165,    0
119885,19790831,  163,    0
119885,19790901,  169,    0
119885,19790902,  162,    0
119885,19790903,  190,    0
119885,19790904,  178,    0
119885,19790905,  172,    0
119885,19790906,  166,    0
119885,19790907,  161,    0
119885,19790908,  170,    0
119885,19790909,  171,    0
119885,19790910,  178,    0
119885,19790911,  158,    0
119885,19790912,  154,    0
119885,19790913,  154,    0
119885,19790914,  158,    0
119885,19790915,  171,    0
119885,19790916,  181,    0
119885,19790917,  174,    0
119885,19790918,  174,    0
119885,19790919,  160,    0
119885,19790920,  158,    0
119885,19790921,  140,    0
119885,19790922,   89,    0
119885,19790923,   80,    0
119885,19790924,   90,    0
119885,19790925,   92,    0
119885,19790926,  132,    0
119885,19790927,  168,    0
119885,19790928,  138,    0
119885,19790929,  146,    0
119885,19790930,  150,    0
119885,19791001,  162,    0
119885,19791002,  160,    0
119885,19791003,  182,    0
119885,19791004,  159,    0
119885,19791005,  100,    0
119885,19791006,  108,    0
119885,19791007,  161,    0
119885,19791008,  172,    0
119885,19791009,  163,    0
119885,19791010,  160,    0
119885,19791011,  121,    0
119885,19791012,  120,    0
119885,19791013,  120,    0
119885,19791014,  111,    0
119885,19791015,   92,    0
119885,19791016,   94,    0
119885,19791017,  132,    0
119885,19791018,  130,    0
119885,19791019,  134,    0
119885,19791020,  122,    0
